"ZCTA5CE10,C,5","GEOID10,C,5","CLASSFP10,C,2","MTFCC10,C,5","FUNCSTAT10,C,1","ALAND10,N,14,0","AWATER10,N,14,0","INTPTLAT10,C,11","INTPTLON10,C,12"
33709,33709,B5,G6350,S,13295545,1235457,27.8168438,-82.7316206
33710,33710,B5,G6350,S,20556552,3146572,27.7906686,-82.7307337
48437,48437,B5,G6350,S,1528712,388611,43.1157454,-83.6123935
48438,48438,B5,G6350,S,79245907,6149954,42.9136570,-83.4841653
48439,48439,B5,G6350,S,137030583,1236532,42.9163989,-83.6293743
48440,48440,B5,G6350,S,1852053,0,42.9510943,-83.4122594
48441,48441,B5,G6350,S,262575952,30701678,43.7978924,-82.7086303
48442,48442,B5,G6350,S,221106796,9626164,42.7886803,-83.6061018
48444,48444,B5,G6350,S,209131880,1297812,43.0584906,-83.0451967
48445,48445,B5,G6350,S,145560208,795062,43.9502225,-82.9905555
41839,41839,B5,G6350,S,76302838,129046,37.3966694,-82.9052917
48446,48446,B5,G6350,S,310594415,14825313,43.0537399,-83.3387035
41840,41840,B5,G6350,S,9799926,5750,37.1989878,-82.7208771
41843,41843,B5,G6350,S,38679835,29469,37.2834741,-82.8454276
41844,41844,B5,G6350,S,34338853,12481,37.3143524,-82.8723269
41845,41845,B5,G6350,S,12439624,16117,37.1413943,-82.9013273
48449,48449,B5,G6350,S,66270616,135630,42.9914524,-83.9447721
41847,41847,B5,G6350,S,34859771,635862,37.2025179,-82.9682521
41848,41848,B5,G6350,S,8493162,73111,37.0933807,-82.9479197
41849,41849,B5,G6350,S,2629006,1547,37.1758392,-82.7348534
41855,41855,B5,G6350,S,23109370,43991,37.1904874,-82.7847014
48450,48450,B5,G6350,S,57618701,6069204,43.2586604,-82.5424380
41858,41858,B5,G6350,S,228053698,933764,37.1360545,-82.8548493
41859,41859,B5,G6350,S,19324140,2263,37.3879252,-82.7719157
78655,78655,B5,G6350,S,92300996,570083,29.8160618,-97.8350529
78656,78656,B5,G6350,S,55560768,304458,29.9045115,-97.8073080
78657,78657,B5,G6350,S,102240608,8369935,30.5314267,-98.3780520
78659,78659,B5,G6350,S,294318951,967269,30.2074166,-97.1253892
78660,78660,B5,G6350,S,117428726,63758,30.4396304,-97.5946865
78661,78661,B5,G6350,S,6554098,207863,29.7219335,-97.7589413
78662,78662,B5,G6350,S,206747918,96503,29.9256814,-97.4260060
78663,78663,B5,G6350,S,318920970,1793851,30.4022608,-98.3595692
78664,78664,B5,G6350,S,42882103,239318,30.5019273,-97.6472507
85360,85360,B5,G6350,S,1904295256,1002891,34.7394297,-113.4640357
91506,91506,B5,G6350,S,6339998,0,34.1711881,-118.3239130
91601,91601,B5,G6350,S,6864384,498,34.1691999,-118.3724983
91602,91602,B5,G6350,S,5302418,68388,34.1508184,-118.3681589
85361,85361,B5,G6350,S,307034912,115726,33.7641155,-112.6145966
85362,85362,B5,G6350,S,187035191,0,34.2799173,-112.8347164
91604,91604,B5,G6350,S,13340182,190635,34.1408218,-118.3928638
43620,43620,B5,G6350,S,2829174,0,41.6651841,-83.5542724
22967,22967,B5,G6350,S,202023019,639420,37.7973054,-79.0140823
43623,43623,B5,G6350,S,17426907,30496,41.7029558,-83.6500771
22968,22968,B5,G6350,S,99847646,734263,38.2406016,-78.4008877
56274,56274,B5,G6350,S,194242446,0,45.9022202,-96.2457275
56276,56276,B5,G6350,S,142127681,7418601,45.2464301,-96.3242082
56277,56277,B5,G6350,S,277024239,78768,44.7560229,-94.9854961
56278,56278,B5,G6350,S,333281895,27938479,45.3480030,-96.3799553
56279,56279,B5,G6350,S,155860939,8132962,45.2188305,-95.1698431
56280,56280,B5,G6350,S,180446526,247698,44.6326071,-96.1682674
56281,56281,B5,G6350,S,31904888,0,44.9532301,-95.1692681
56282,56282,B5,G6350,S,273073964,1102121,45.0401310,-95.2284670
56283,56283,B5,G6350,S,458704803,2653649,44.5280073,-95.1388580
56284,56284,B5,G6350,S,364037581,257826,44.7818812,-95.1983536
56285,56285,B5,G6350,S,253055922,197653,44.7887025,-95.3460577
56287,56287,B5,G6350,S,1137507,1268,44.4757517,-95.3264470
56288,56288,B5,G6350,S,121574959,42916196,45.2412070,-94.9514324
56289,56289,B5,G6350,S,126710039,13004538,45.3331883,-95.2244509
56291,56291,B5,G6350,S,174842704,409643,44.6267418,-96.0819104
56292,56292,B5,G6350,S,154213951,408377,44.5020706,-95.4565011
56293,56293,B5,G6350,S,219930261,594624,44.4165107,-95.2599032
56294,56294,B5,G6350,S,674245,8275,44.3132237,-95.2135760
56295,56295,B5,G6350,S,57447797,3005407,45.0358134,-95.8266770
56296,56296,B5,G6350,S,646568868,11110093,45.8268304,-96.4624617
56297,56297,B5,G6350,S,170771539,3871497,44.6366344,-95.5293704
56301,56301,B5,G6350,S,192236482,5195627,45.4870841,-94.2427766
56303,56303,B5,G6350,S,28952246,584186,45.5740173,-94.2152707
56304,56304,B5,G6350,S,155277611,4401843,45.5304164,-94.0571764
56307,56307,B5,G6350,S,277767816,4699731,45.6268099,-94.5910290
56308,56308,B5,G6350,S,403657832,97087411,45.8783908,-95.3860551
56309,56309,B5,G6350,S,141862553,27539265,46.0792596,-95.8059714
56310,56310,B5,G6350,S,185465029,10738029,45.6342856,-94.4502424
56311,56311,B5,G6350,S,182964019,10696907,45.8974704,-95.8955937
56312,56312,B5,G6350,S,449955097,6008977,45.4701229,-94.9618458
56313,56313,B5,G6350,S,374023,0,45.7840221,-93.5527452
62894,62894,B5,G6350,S,116436588,5610347,38.2085196,-89.0367091
62895,62895,B5,G6350,S,265033356,170285,38.3055451,-88.5551376
62896,62896,B5,G6350,S,166802000,3512631,37.8904921,-88.9159732
62897,62897,B5,G6350,S,32285461,2996958,38.0946082,-88.8988625
62898,62898,B5,G6350,S,139736264,148939,38.3503786,-89.0601655
62899,62899,B5,G6350,S,265900624,356845,38.6188896,-88.6424631
62901,62901,B5,G6350,S,77531850,2381308,37.7390039,-89.2091090
62902,62902,B5,G6350,S,159208459,4465098,37.6625874,-89.1175460
62903,62903,B5,G6350,S,51339768,3943094,37.6741181,-89.2762340
62905,62905,B5,G6350,S,89376855,818351,37.5577100,-89.3673622
62906,62906,B5,G6350,S,158106149,1527197,37.4621093,-89.1725300
62907,62907,B5,G6350,S,238813802,7038784,37.8724682,-89.4974496
62908,62908,B5,G6350,S,131456384,2325857,37.3102258,-88.8649011
62910,62910,B5,G6350,S,268614627,6945526,37.1531090,-88.5344588
62912,62912,B5,G6350,S,138696176,1125747,37.4761987,-89.0324075
62914,62914,B5,G6350,S,50868226,1007545,37.0611692,-89.2182494
62915,62915,B5,G6350,S,313168,0,37.7836078,-89.1196056
62916,62916,B5,G6350,S,87866972,59796,37.9306769,-89.5687139
62917,62917,B5,G6350,S,83051636,3279473,37.6934157,-88.6516277
62918,62918,B5,G6350,S,93233502,3881530,37.7898583,-89.0884443
62919,62919,B5,G6350,S,126501748,6618311,37.5240232,-88.1383677
62920,62920,B5,G6350,S,169657302,1208905,37.5500742,-89.2377785
62921,62921,B5,G6350,S,1971945,26511,37.8019117,-89.0842620
62922,62922,B5,G6350,S,167740926,4904908,37.6207537,-88.8148074
62923,62923,B5,G6350,S,78086775,641802,37.3464321,-89.0160043
62924,62924,B5,G6350,S,109884932,3325535,37.8229996,-89.1980229
62926,62926,B5,G6350,S,207818419,1676487,37.3666776,-89.1314085
38838,38838,B5,G6350,S,122346029,10935276,34.5464326,-88.2557414
38841,38841,B5,G6350,S,81203449,147511,34.3525805,-89.0152978
38843,38843,B5,G6350,S,511044705,13757506,34.2620540,-88.3763436
38844,38844,B5,G6350,S,32914623,0,33.8386141,-88.2552618
38846,38846,B5,G6350,S,97896295,119300,34.8517197,-88.3853894
38847,38847,B5,G6350,S,233100859,137770,34.4125399,-88.2329599
38848,38848,B5,G6350,S,194374761,175530,33.9376447,-88.2710664
38849,38849,B5,G6350,S,183307979,976987,34.4609588,-88.6960518
38850,38850,B5,G6350,S,318641630,3045136,34.0588912,-89.0579369
38851,38851,B5,G6350,S,571836291,1711519,33.9104999,-88.9681943
38852,38852,B5,G6350,S,518396270,32725469,34.8436877,-88.2132476
38855,38855,B5,G6350,S,154835937,2504229,34.3233424,-88.4854076
38856,38856,B5,G6350,S,158577274,2337492,34.4671150,-88.4551486
38857,38857,B5,G6350,S,49079901,144974,34.2815207,-88.5749887
38858,38858,B5,G6350,S,328237962,1405537,34.0999521,-88.5494762
38859,38859,B5,G6350,S,110712764,5911301,34.5148772,-88.3751175
38860,38860,B5,G6350,S,338568357,1572627,33.9717489,-88.7614086
38862,38862,B5,G6350,S,76673398,190097,34.1681391,-88.6232391
38863,38863,B5,G6350,S,731646360,4535725,34.2179145,-89.0190532
38864,38864,B5,G6350,S,230669946,609162,34.1572829,-89.2076657
38865,38865,B5,G6350,S,291853272,1113481,34.7880315,-88.5954055
38866,38866,B5,G6350,S,194370159,4201682,34.3676200,-88.6800776
38868,38868,B5,G6350,S,192491351,180709,34.1235494,-88.7626441
38869,38869,B5,G6350,S,3494218,0,34.3574561,-88.8351325
38870,38870,B5,G6350,S,167636511,4605923,34.0674335,-88.3362824
38871,38871,B5,G6350,S,139889779,1336037,34.3817125,-89.2472553
38873,38873,B5,G6350,S,218240816,12145083,34.6596981,-88.2429025
38876,38876,B5,G6350,S,202037696,41040,34.2135902,-88.2302920
38878,38878,B5,G6350,S,210125911,124008,33.9045110,-89.1874490
38879,38879,B5,G6350,S,3063125,23123,34.1846158,-88.7181634
38901,38901,B5,G6350,S,620294676,27999590,33.7625279,-89.8029150
38913,38913,B5,G6350,S,80771901,456948,34.1388806,-89.3848717
38914,38914,B5,G6350,S,122186476,697314,33.8462135,-89.4165920
38915,38915,B5,G6350,S,284115449,513953,34.0376402,-89.3888555
44132,44132,B5,G6350,S,8091175,796564,41.6064244,-81.4972171
62446,62446,B5,G6350,S,155207499,271176,38.5029519,-88.2132915
44133,44133,B5,G6350,S,54878253,29585,41.3137005,-81.7451795
37920,37920,B5,G6350,S,187767763,8350377,35.9087826,-83.8692046
62447,62447,B5,G6350,S,154907430,3687696,39.3147461,-88.4482751
44134,44134,B5,G6350,S,24850668,19932,41.3804877,-81.7009878
44135,44135,B5,G6350,S,26124102,13437,41.4262171,-81.8193835
44136,44136,B5,G6350,S,35245871,2279,41.3115069,-81.8113257
37921,37921,B5,G6350,S,39612075,18069,35.9797670,-84.0021557
62448,62448,B5,G6350,S,528357640,8854036,38.9683561,-88.1791813
44137,44137,B5,G6350,S,13403774,0,41.4092949,-81.5625259
79350,79350,B5,G6350,S,3711262,51337,33.7314520,-101.8258964
79351,79351,B5,G6350,S,841039410,1493957,32.9270096,-101.7644137
79353,79353,B5,G6350,S,31950967,377186,33.7835178,-102.5819457
79355,79355,B5,G6350,S,1121598488,0,33.1816602,-102.8767218
79356,79356,B5,G6350,S,1924902291,3347939,33.2858897,-101.3392673
79357,79357,B5,G6350,S,565164983,6652,33.6118857,-101.4047010
79358,79358,B5,G6350,S,281139685,25124,33.4421853,-102.1950331
79359,79359,B5,G6350,S,547820462,44281,32.9711411,-102.5865551
79360,79360,B5,G6350,S,2200315755,64447,32.6898202,-102.7246614
79363,79363,B5,G6350,S,299761010,1259241,33.7077312,-102.0450213
79364,79364,B5,G6350,S,510668719,791200,33.4523577,-101.6440719
79366,79366,B5,G6350,S,2093398,400606,33.5303154,-101.6853432
79367,79367,B5,G6350,S,82025724,0,33.6214533,-102.1907859
79369,79369,B5,G6350,S,33669011,0,33.9557429,-102.1451715
79370,79370,B5,G6350,S,1058877878,9919773,33.5075853,-100.9083862
79371,79371,B5,G6350,S,728151212,139271,33.9526210,-102.9662131
79372,79372,B5,G6350,S,34204577,0,33.4342432,-102.4884012
79373,79373,B5,G6350,S,1123403927,2961109,33.1825770,-101.8271982
79376,79376,B5,G6350,S,291303902,0,33.2338603,-102.6731068
79377,79377,B5,G6350,S,69429591,9233,32.9296477,-102.1335057
79378,79378,B5,G6350,S,53621493,112056,33.0581330,-102.4746773
79379,79379,B5,G6350,S,186325444,0,33.5105070,-102.6464225
79380,79380,B5,G6350,S,26370121,0,33.7356288,-102.3322158
79381,79381,B5,G6350,S,336337124,861753,33.3129118,-101.7705229
79382,79382,B5,G6350,S,123525025,538049,33.4552867,-102.0140548
79401,79401,B5,G6350,S,7124845,25940,33.5887712,-101.8504445
35187,35187,B5,G6350,S,53083,0,33.0805340,-86.8857944
48169,48169,B5,G6350,S,149365992,13688932,42.4619251,-83.9473817
35188,35188,B5,G6350,S,59460007,367770,33.1803362,-87.1636355
35203,35203,B5,G6350,S,5232098,0,33.5186011,-86.8098075
48170,48170,B5,G6350,S,88452976,535454,42.3676895,-83.5343063
48173,48173,B5,G6350,S,29703308,6127359,42.0736789,-83.2127735
35204,35204,B5,G6350,S,12576976,0,33.5221197,-86.8398010
35205,35205,B5,G6350,S,9391233,0,33.4949951,-86.8080772
48174,48174,B5,G6350,S,106183639,588279,42.2342980,-83.3943243
48176,48176,B5,G6350,S,192539313,1051626,42.1368357,-83.8292500
48177,48177,B5,G6350,S,1609885,0,41.8039551,-83.5809257
35206,35206,B5,G6350,S,26484581,91391,33.5699093,-86.7129777
48178,48178,B5,G6350,S,130937495,5070644,42.4437683,-83.6568721
48179,48179,B5,G6350,S,52773357,11554232,42.0350925,-83.2554499
35207,35207,B5,G6350,S,26929578,82509,33.5650368,-86.8235891
35208,35208,B5,G6350,S,9141355,0,33.4968074,-86.8793517
48180,48180,B5,G6350,S,61116830,95634,42.2252830,-83.2676908
48182,48182,B5,G6350,S,102686445,461038,41.7898583,-83.5838487
35209,35209,B5,G6350,S,24203999,152548,33.4663480,-86.8115158
48183,48183,B5,G6350,S,48086568,2201608,42.1314590,-83.2177918
48184,48184,B5,G6350,S,18208620,3148,42.2744787,-83.3956231
35210,35210,B5,G6350,S,65520398,1005969,33.5414608,-86.6696416
48185,48185,B5,G6350,S,31512615,23686,42.3339011,-83.3842091
17371,17371,B5,G6350,S,518284,0,39.9027039,-76.7879603
17372,17372,B5,G6350,S,84708889,237985,40.0014671,-77.1061533
17401,17401,B5,G6350,S,3720970,113186,39.9594622,-76.7334567
17402,17402,B5,G6350,S,49837371,40528,39.9584854,-76.6586600
17403,17403,B5,G6350,S,52903538,1158342,39.9232285,-76.7127939
17404,17404,B5,G6350,S,54836117,36294,40.0026119,-76.7735482
17406,17406,B5,G6350,S,128362754,120847,40.0147095,-76.6408726
17407,17407,B5,G6350,S,3702839,255661,39.8837729,-76.7121021
17408,17408,B5,G6350,S,66998809,199526,39.9288586,-76.7993496
17501,17501,B5,G6350,S,3603120,17540,40.1564590,-76.2040400
17502,17502,B5,G6350,S,25630795,9987592,40.1009039,-76.6601467
17505,17505,B5,G6350,S,17870781,251471,40.0635009,-76.1924363
17507,17507,B5,G6350,S,55706,0,40.1980417,-76.0162327
17508,17508,B5,G6350,S,382285,0,40.1247575,-76.2187655
17509,17509,B5,G6350,S,66791558,217150,39.9120546,-76.0364989
17512,17512,B5,G6350,S,42167283,12615949,40.0402362,-76.4863359
17516,17516,B5,G6350,S,53818308,1382080,39.9414600,-76.3713593
17517,17517,B5,G6350,S,90602182,2372795,40.2447513,-76.1328805
17518,17518,B5,G6350,S,36641479,11451054,39.8089295,-76.2530137
17519,17519,B5,G6350,S,57461216,512076,40.1414383,-76.0234230
17520,17520,B5,G6350,S,4830462,21297,40.0975184,-76.3491926
17522,17522,B5,G6350,S,113172552,1191335,40.1736883,-76.1704943
17527,17527,B5,G6350,S,52907070,275200,40.0088807,-75.9912959
17529,17529,B5,G6350,S,40651115,200916,40.0419334,-76.0971422
31404,31404,B5,G6350,S,38785871,3293263,32.0515594,-81.0492109
52738,52738,B5,G6350,S,318125174,5065676,41.2736628,-91.3784788
52739,52739,B5,G6350,S,84960786,4250254,41.3734175,-91.3674804
52742,52742,B5,G6350,S,303606172,536599,41.8382631,-90.5196995
31405,31405,B5,G6350,S,78984442,1156328,32.0394016,-81.1791120
52745,52745,B5,G6350,S,73899235,475142,41.7186018,-90.7664826
52746,52746,B5,G6350,S,68563285,251258,41.7164551,-90.6703917
52747,52747,B5,G6350,S,56082793,11347,41.6110366,-90.9056775
31406,31406,B5,G6350,S,66557847,8723697,31.9804101,-81.0851959
52748,52748,B5,G6350,S,106896299,108607,41.6657765,-90.5549237
52749,52749,B5,G6350,S,5218215,0,41.3456300,-91.1307467
52750,52750,B5,G6350,S,77963307,472441,41.9370243,-90.3970488
52751,52751,B5,G6350,S,128873424,212180,41.8364351,-90.6797846
52752,52752,B5,G6350,S,984243,0,41.2747259,-91.1912220
31407,31407,B5,G6350,S,73520336,2204261,32.1860522,-81.1920877
52753,52753,B5,G6350,S,64509271,4013246,41.6285484,-90.3859279
31408,31408,B5,G6350,S,62919836,1094192,32.1175540,-81.1843329
31409,31409,B5,G6350,S,17240690,29403,32.0155607,-81.1448300
52754,52754,B5,G6350,S,184744000,1261735,41.3497024,-91.2274174
52755,52755,B5,G6350,S,156465310,1464938,41.4793791,-91.4342497
31410,31410,B5,G6350,S,50613771,8927600,32.0287849,-80.9926818
52756,52756,B5,G6350,S,110782724,329875,41.7294007,-90.5391146
52757,52757,B5,G6350,S,3069925,0,41.8038536,-90.3790554
54658,54658,B5,G6350,S,93947328,1635508,43.6821301,-91.1680896
62854,62854,B5,G6350,S,235258609,3262577,38.7699378,-88.8010427
62856,62856,B5,G6350,S,2408255,17261,37.9564087,-88.8384565
54659,54659,B5,G6350,S,146583371,48213,44.2990711,-91.1147854
34491,34491,B5,G6350,S,111774215,5190956,28.9956280,-82.0551445
34498,34498,B5,G6350,S,19477801,18896516,29.0315519,-82.7360868
44663,44663,B5,G6350,S,241505024,2054677,40.4599913,-81.4523912
44666,44666,B5,G6350,S,60799815,323528,40.8483419,-81.6386931
62858,62858,B5,G6350,S,399146453,794691,38.8118129,-88.4929504
38351,38351,B5,G6350,S,545474917,13133983,35.6711089,-88.3999521
38352,38352,B5,G6350,S,49452435,60522,35.5294610,-88.5338488
44667,44667,B5,G6350,S,120333644,218677,40.8338150,-81.7665311
44669,44669,B5,G6350,S,45020477,82019,40.7883125,-81.1506840
44670,44670,B5,G6350,S,435754,0,40.7626385,-81.1887529
44671,44671,B5,G6350,S,2083710,0,40.6460333,-81.3656694
38355,38355,B5,G6350,S,97170441,102280,35.7840087,-88.7750607
54660,54660,B5,G6350,S,395596766,6262812,43.9825442,-90.4944049
44672,44672,B5,G6350,S,8565910,59862,40.9200028,-81.0252676
62859,62859,B5,G6350,S,539202679,2211749,38.0813438,-88.5326987
34601,34601,B5,G6350,S,315303935,8343463,28.5886282,-82.3511856
62860,62860,B5,G6350,S,85814541,250650,38.0413669,-88.7319338
31808,31808,B5,G6350,S,134572104,4115849,32.6311016,-85.0132000
31810,31810,B5,G6350,S,32558018,114377,32.5681678,-84.5249794
31811,31811,B5,G6350,S,338576767,11519829,32.7409524,-84.9281725
31812,31812,B5,G6350,S,217499021,2248641,32.6400525,-84.4027747
31814,31814,B5,G6350,S,42983441,100480,32.2158599,-84.8456432
31815,31815,B5,G6350,S,644670452,3795861,32.0300127,-84.8448800
31816,31816,B5,G6350,S,102748600,1003156,32.8814648,-84.6081496
55769,55769,B5,G6350,S,470007692,19147159,47.4799891,-93.1838595
55771,55771,B5,G6350,S,2706669663,185185723,48.1335795,-92.8119217
55772,55772,B5,G6350,S,38592269,19750550,48.1127053,-93.1306313
55775,55775,B5,G6350,S,153928653,14435228,47.3201707,-93.1715804
55779,55779,B5,G6350,S,344139743,15169518,46.9087241,-92.4491004
55780,55780,B5,G6350,S,65857816,2580020,46.6881412,-92.6990023
55781,55781,B5,G6350,S,197562907,13650028,47.6799284,-93.0471268
55782,55782,B5,G6350,S,34325986,990599,47.8329529,-92.2060048
55783,55783,B5,G6350,S,274354779,13176297,46.3964086,-92.8924461
55784,55784,B5,G6350,S,64809271,20867,47.0583914,-93.1652810
55785,55785,B5,G6350,S,291299683,6515141,46.9215844,-93.7312173
55786,55786,B5,G6350,S,11065015,271071,47.3228220,-93.3815314
55787,55787,B5,G6350,S,224126801,4285725,46.6784183,-93.1029777
55790,55790,B5,G6350,S,861307074,178977920,47.9274775,-92.2529212
55792,55792,B5,G6350,S,258090234,10207964,47.5970276,-92.4796843
55793,55793,B5,G6350,S,205000827,4874169,47.1163048,-93.2839695
55795,55795,B5,G6350,S,220859455,3165146,46.2982448,-92.8829443
55797,55797,B5,G6350,S,179193289,37887,46.5665000,-92.3621159
55798,55798,B5,G6350,S,249288401,2317616,46.7232522,-92.9677928
55802,55802,B5,G6350,S,6654935,21879937,46.7409514,-92.0493451
55803,55803,B5,G6350,S,867796347,77158419,47.0535222,-92.0687537
55804,55804,B5,G6350,S,236490237,27629823,46.9313506,-91.9363443
55805,55805,B5,G6350,S,3655601,0,46.8008240,-92.0957855
55806,55806,B5,G6350,S,8678766,1627354,46.7681387,-92.1276420
55807,55807,B5,G6350,S,14916108,4538150,46.7354929,-92.1685921
55808,55808,B5,G6350,S,28030414,6860479,46.6762808,-92.2413908
15034,15034,B5,G6350,S,2507588,245513,40.3508161,-79.8906019
15035,15035,B5,G6350,S,1074658,0,40.3848216,-79.8074013
15037,15037,B5,G6350,S,68522920,1423822,40.2580361,-79.8525902
15038,15038,B5,G6350,S,1132505,201830,40.2508086,-79.9255679
15042,15042,B5,G6350,S,43179367,345025,40.6903147,-80.2048228
15043,15043,B5,G6350,S,84730146,3494985,40.5516947,-80.4878559
15044,15044,B5,G6350,S,107078411,45351,40.6379882,-79.9479329
15045,15045,B5,G6350,S,4096379,530613,40.3258140,-79.8859847
15046,15046,B5,G6350,S,5432687,546096,40.5556535,-80.2285609
63868,63868,B5,G6350,S,4115282,0,36.8491667,-89.6934300
58431,58431,B5,G6350,S,184236308,176143,46.5111486,-98.4708828
63869,63869,B5,G6350,S,232353722,30504247,36.5970254,-89.4822249
63870,63870,B5,G6350,S,217017404,311641,36.6211393,-89.8572015
58433,58433,B5,G6350,S,797856308,1086312,46.3724318,-98.7076872
58436,58436,B5,G6350,S,822044790,1492913,46.0895906,-98.5816392
63873,63873,B5,G6350,S,517859851,30416820,36.4228729,-89.6711679
63874,63874,B5,G6350,S,2943698,17530,36.5430710,-89.8226409
58438,58438,B5,G6350,S,385965953,5989098,47.6668743,-99.6023808
63876,63876,B5,G6350,S,150675750,433799,36.1322757,-90.1703099
58439,58439,B5,G6350,S,374313145,2900849,45.9778108,-98.8301571
58440,58440,B5,G6350,S,598481408,8325673,46.2532976,-99.1636864
58441,58441,B5,G6350,S,378572225,1179361,46.1752880,-98.3684929
63877,63877,B5,G6350,S,357251689,1391506,36.0757214,-89.8583360
63878,63878,B5,G6350,S,1388071,0,36.5030206,-89.8223584
63879,63879,B5,G6350,S,59424233,234371,36.3595164,-89.8127211
63880,63880,B5,G6350,S,406711,2520,36.3260354,-90.0238729
63882,63882,B5,G6350,S,1179128,24401,36.9149903,-89.2228785
58442,58442,B5,G6350,S,572848955,12724404,46.5536794,-99.1795943
58443,58443,B5,G6350,S,260540226,2420522,47.4425997,-98.6810695
58444,58444,B5,G6350,S,479276504,22010578,47.4940621,-100.1291429
58445,58445,B5,G6350,S,142732726,4064648,47.5659002,-98.8094540
58448,58448,B5,G6350,S,378923104,1654356,47.3059567,-98.2250076
58451,58451,B5,G6350,S,339680986,11644018,47.4502635,-99.9717382
58452,58452,B5,G6350,S,4189432,0,47.5477593,-98.2312351
58454,58454,B5,G6350,S,634431982,5062007,46.5843221,-98.9517877
58455,58455,B5,G6350,S,364719544,11702509,47.3049077,-98.7667984
58456,58456,B5,G6350,S,581850464,7155467,46.2698124,-98.9547274
7208,7208,B5,G6350,S,4594668,15577,40.6738051,-74.2264326
7302,7302,B5,G6350,S,3802265,168714,40.7193888,-74.0464690
20782,20782,B5,G6350,S,10987457,90332,38.9657513,-76.9664629
7304,7304,B5,G6350,S,4845587,41526,40.7164947,-74.0725931
8054,8054,B5,G6350,S,56204876,738551,39.9489918,-74.9002470
8055,8055,B5,G6350,S,103456670,2950519,39.8626955,-74.8223105
21550,21550,B5,G6350,S,526787233,6821175,39.3893806,-79.3907446
8056,8056,B5,G6350,S,23820600,157356,39.7836687,-75.2552751
21555,21555,B5,G6350,S,274433096,5878349,39.5752036,-78.5624968
8057,8057,B5,G6350,S,39556549,537045,39.9796575,-74.9413079
21557,21557,B5,G6350,S,69763710,1235241,39.5362330,-78.9227902
8059,8059,B5,G6350,S,3186132,142307,39.8848248,-75.0926673
21561,21561,B5,G6350,S,240093351,8623575,39.4915715,-79.1944015
21562,21562,B5,G6350,S,75049497,491689,39.5139635,-79.0404702
8060,8060,B5,G6350,S,57491174,832991,40.0077374,-74.7900879
8061,8061,B5,G6350,S,3609955,734061,39.7988699,-75.2053649
8062,8062,B5,G6350,S,78714144,352579,39.7160957,-75.2192653
1952,1952,B5,G6350,S,39817692,6263855,42.8447926,-70.8414757
1960,1960,B5,G6350,S,41467103,1461649,42.5342793,-70.9697817
1966,1966,B5,G6350,S,18108068,4166180,42.6407154,-70.6202481
1969,1969,B5,G6350,S,45297618,4371212,42.7208733,-70.8912204
1970,1970,B5,G6350,S,21008342,14198306,42.5244352,-70.8708593
1982,1982,B5,G6350,S,36720108,1913528,42.6262226,-70.8572297
1983,1983,B5,G6350,S,30802394,2343650,42.6413794,-70.9434401
1984,1984,B5,G6350,S,19837004,1248262,42.6006329,-70.8833029
1985,1985,B5,G6350,S,34828174,3308943,42.7995647,-70.9644283
2019,2019,B5,G6350,S,47511679,1427981,42.0766822,-71.4744898
2021,2021,B5,G6350,S,48685682,2112055,42.1757371,-71.1253849
2025,2025,B5,G6350,S,25346343,2758669,42.2364441,-70.8143089
2026,2026,B5,G6350,S,26522887,1061991,42.2468719,-71.1794622
2030,2030,B5,G6350,S,39155536,824634,42.2341598,-71.2911666
2032,2032,B5,G6350,S,6057759,155224,42.1568817,-71.2161869
2035,2035,B5,G6350,S,51406746,2593382,42.0613376,-71.2458016
2038,2038,B5,G6350,S,68989529,1014471,42.0848585,-71.4105714
2043,2043,B5,G6350,S,57441987,2272033,42.2160985,-70.8812702
2045,2045,B5,G6350,S,6894503,14225179,42.2922529,-70.9239185
26283,26283,B5,G6350,S,155308322,142801,39.0628582,-79.8125795
26285,26285,B5,G6350,S,27698191,0,38.9129354,-79.9375156
26287,26287,B5,G6350,S,393585638,4179363,39.1660155,-79.6875085
7001,7001,B5,G6350,S,9754014,91156,40.5839610,-74.2697045
7002,7002,B5,G6350,S,15146468,2075394,40.6625304,-74.1101916
20601,20601,B5,G6350,S,115640607,387684,38.6133720,-76.8516122
20602,20602,B5,G6350,S,35885901,297632,38.5832476,-76.8947026
7003,7003,B5,G6350,S,13754217,62949,40.8091411,-74.1871418
20603,20603,B5,G6350,S,44239724,219356,38.6303898,-76.9765834
7004,7004,B5,G6350,S,26280556,496361,40.8825075,-74.3045935
20606,20606,B5,G6350,S,7526213,1248751,38.2630457,-76.7373090
20607,20607,B5,G6350,S,54381508,442401,38.6726657,-77.0185489
7005,7005,B5,G6350,S,48674928,4332618,40.9327715,-74.4173039
20608,20608,B5,G6350,S,45581671,5330325,38.5824048,-76.7009977
20609,20609,B5,G6350,S,25761086,6567324,38.2700115,-76.7677468
20611,20611,B5,G6350,S,18243781,33481,38.4578134,-76.9751184
15348,15348,B5,G6350,S,420083,173531,39.9857932,-79.9962581
15349,15349,B5,G6350,S,99997832,65355,39.7624025,-80.0939250
15350,15350,B5,G6350,S,137215,0,40.2933063,-80.2008082
15351,15351,B5,G6350,S,2826251,340949,39.8843053,-79.9302231
15352,15352,B5,G6350,S,128818034,19794,39.7522152,-80.3827739
15353,15353,B5,G6350,S,153322,0,39.9621241,-80.3109542
